end_lat,Conteo_geographic_pos,end_lng,member_casual
41.84,2,-87.67,member
41.84,32,-87.66,casual
41.84,39,-87.66,member
41.84,49,-87.65,casual
41.84,65,-87.65,member
41.84,29,-87.64,casual
41.84,39,-87.64,member
41.84,26,-87.63,casual
41.84,28,-87.63,member
41.84,29,-87.62,casual
41.84,55,-87.62,member
41.84,79,-87.61,casual
41.84,52,-87.61,member
41.84,8,-87.6,casual
41.84,2,-87.6,member
41.84151771,4,-87.68513144,casual
41.84151771,9,-87.68513144,member
41.841518,1,-87.685131,casual
41.84163254,64,-87.65743495,casual
41.84163254,66,-87.65743495,member
41.841633,4,-87.657435,casual
41.841707,15,-87.626938,casual
41.841707,48,-87.626938,member
41.842052,133,-87.617,casual
41.842052,364,-87.617,member
41.842733,38,-87.635491,casual
41.842733,122,-87.635491,member
41.84358,59,-87.645368,casual
41.84358,157,-87.645368,member
41.84367991,20,-87.69496858,casual
41.84367991,35,-87.69496858,member
41.844475,4,-87.702013,casual
41.84447501,14,-87.70201301,casual
41.84447501,9,-87.70201301,member
41.84453112,11,-87.715922,casual
41.84453112,10,-87.715922,member
41.845687,79,-87.622481,casual
41.845687,131,-87.622481,member
41.84571409,1,-87.62258494,casual
41.847203,71,-87.646795,casual
41.847203,83,-87.646795,member
41.8481,18,-87.715068,casual
41.8481,15,-87.715068,member
41.84819094,11,-87.70541375,casual
41.84819094,7,-87.70541375,member
41.84847,30,-87.685109,casual
41.84847,37,-87.685109,member
41.84910969,22,-87.69513981,casual
41.84910969,25,-87.69513981,member
41.8492,25,-87.67564,casual
41.8492,55,-87.67564,member
41.849527,35,-87.640591,casual
41.849527,60,-87.640591,member
41.85,1,-87.8,casual
41.85,1,-87.79,casual
41.85,1,-87.78,casual
41.85,2,-87.76,casual
41.85,1,-87.74,casual
41.85,2,-87.74,member
41.85,9,-87.73,casual
41.85,6,-87.73,member
41.85,55,-87.72,casual
41.85,26,-87.72,member
41.85,19,-87.71,casual
41.85,15,-87.71,member
41.85,30,-87.7,casual
41.85,24,-87.7,member
41.85,61,-87.69,casual
41.85,65,-87.69,member
41.85,34,-87.68,casual
41.85,53,-87.68,member
41.85,23,-87.67,casual
41.85,36,-87.67,member
41.85,21,-87.66,casual
41.85,22,-87.66,member
41.85,30,-87.65,casual
41.85,19,-87.65,member
41.85,30,-87.64,casual
41.85,39,-87.64,member
41.85,105,-87.63,casual
41.85,57,-87.63,member
41.85,78,-87.62,casual
41.85,29,-87.62,member
41.85,37,-87.61,casual
41.85,12,-87.61,member
41.85008369,95,-87.63214052,casual
41.85008369,83,-87.63214052,member
41.850084,22,-87.632141,casual
41.851375,57,-87.618835,casual
41.85137517,335,-87.61883465,casual
41.85137517,87,-87.61883465,member
41.852619,205,-87.626488,casual
41.852619,119,-87.626488,member
41.85308456,461,-87.6319313,casual
41.85308456,438,-87.6319313,member
41.853085,54,-87.631931,casual
41.85353363,35,-87.70507303,casual
41.85353363,16,-87.70507303,member
41.853534,4,-87.705073,casual
41.85377981,80,-87.64660299,casual
41.85377981,107,-87.64660299,member
41.85378,3,-87.646603,casual
41.853804,2,-87.695742,casual
41.85380407,44,-87.6957424,casual
41.85380407,46,-87.6957424,member
41.8540635,43,-87.71511734,casual
41.8540635,25,-87.71511734,member
41.854064,2,-87.715117,casual
41.854109,40,-87.685838,casual
41.854109,81,-87.685838,member
41.854184,38,-87.619154,casual
41.85418425,241,-87.61915374,casual
41.85418425,112,-87.61915374,member
41.85491458,96,-87.66355991,casual
41.85491458,154,-87.66355991,member
41.854915,4,-87.66356,casual
41.85496652,126,-87.67569959,casual
41.85496652,160,-87.67569959,member
41.854967,18,-87.6757,casual
41.855136,96,-87.654127,casual
41.855136,125,-87.654127,member
41.856594,100,-87.627542,casual
41.856594,84,-87.627542,member
41.856802,150,-87.633879,casual
41.856802,108,-87.633879,member
41.85741179,373,-87.61379153,casual
41.85741179,489,-87.61379153,member
41.857412,79,-87.613792,casual
41.85750568,156,-87.64599144,casual
41.85750568,204,-87.64599144,member
41.857506,4,-87.645991,casual
41.857556,220,-87.661535,casual
41.857556,281,-87.661535,member
41.857611,346,-87.619407,casual
41.857611,403,-87.619407,member
41.857813,353,-87.62455,casual
41.857813,418,-87.62455,member
41.857901,173,-87.668745,casual
41.857901,194,-87.668745,member
41.85795,130,-87.640826,casual
41.85795,119,-87.640826,member
41.858086,226,-87.651073,casual
41.858086,257,-87.651073,member
41.858166,239,-87.656495,casual
41.858166,351,-87.656495,member
41.86,1,-87.79,member
41.86,1,-87.76,casual
41.86,32,-87.73,casual
41.86,14,-87.73,member
41.86,29,-87.72,casual
41.86,29,-87.72,member
41.86,29,-87.71,casual
41.86,4,-87.71,member
41.86,54,-87.7,casual
41.86,27,-87.7,member
41.86,26,-87.69,casual
41.86,26,-87.69,member
41.86,52,-87.68,casual
41.86,25,-87.68,member
41.86,35,-87.67,casual
41.86,37,-87.67,member
41.86,84,-87.66,casual
41.86,81,-87.66,member
41.86,122,-87.65,casual
41.86,109,-87.65,member
41.86,27,-87.64,casual
41.86,28,-87.64,member
41.86,72,-87.63,casual
41.86,55,-87.63,member
41.86,118,-87.62,casual
41.86,83,-87.62,member
41.86,158,-87.61,casual
41.86,62,-87.61,member
41.860384,257,-87.625813,casual
41.860384,360,-87.625813,member
41.861267,134,-87.656625,casual
41.861267,168,-87.656625,member
41.86193,3,-87.69345,casual
41.86193049,38,-87.69345045,casual
41.86193049,26,-87.69345045,member
41.862378,114,-87.651062,casual
41.862378,239,-87.651062,member
41.864059,371,-87.623727,casual
41.864059,471,-87.623727,member
41.864883,259,-87.647071,casual
41.864883,430,-87.647071,member
41.865054,32,-87.656959,casual
41.865054,32,-87.656959,member
41.865234,44,-87.666507,casual
41.865234,196,-87.666507,member
41.865312,501,-87.617867,casual
41.865312,161,-87.617867,member
41.866095,887,-87.607267,casual
41.866095,412,-87.607267,member
41.86649278,13,-87.70649618,casual
41.86649278,10,-87.70649618,member
41.866501,2,-87.684697,casual
41.86650148,31,-87.68469707,casual
41.86650148,95,-87.68469707,member
41.866624,33,-87.694521,casual
41.866624,13,-87.694521,member
41.86711778,225,-87.64108796,casual
41.86711778,391,-87.64108796,member
41.867118,11,-87.641088,casual
41.86722596,1357,-87.61535539,casual
41.86722596,457,-87.61535539,member
41.867226,326,-87.615355,casual
41.867227,717,-87.625961,casual
41.867227,898,-87.625961,member
41.8672485,1,-87.61544567,casual
41.867273,1,-87.62594383,casual
41.867324,105,-87.648625,casual
41.867324,288,-87.648625,member
41.867491,271,-87.63219,casual
41.867491,243,-87.63219,member
41.86785417,1,-87.6229765,casual
41.867888,1291,-87.623041,casual
41.867888,865,-87.623041,member
41.868563,81,-87.686234,casual
41.868563,353,-87.686234,member
41.868968,129,-87.659141,casual
41.868968,336,-87.659141,member
41.869265,4,-87.673731,casual
41.86926522,58,-87.67373085,casual
41.86926522,331,-87.67373085,member
41.869482,14,-87.655486,casual
41.8694821,196,-87.6554864,casual
41.8694821,684,-87.6554864,member
41.86962075,442,-87.62398124,casual
41.86962075,249,-87.62398124,member
41.869621,69,-87.623981,casual
41.87,10,-87.77,casual
41.87,2,-87.77,member
41.87,3,-87.76,casual
41.87,1,-87.76,member
41.87,6,-87.75,casual
41.87,1,-87.74,casual
41.87,1,-87.74,member
41.87,13,-87.73,casual
41.87,3,-87.73,member
41.87,8,-87.72,casual
41.87,5,-87.72,member
41.87,15,-87.71,casual
41.87,19,-87.71,member
41.87,20,-87.7,casual
41.87,1,-87.7,member
41.87,46,-87.69,casual
41.87,85,-87.69,member
41.87,33,-87.68,casual
41.87,68,-87.68,member
41.87,44,-87.67,casual
41.87,121,-87.67,member
41.87,74,-87.66,casual
41.87,145,-87.66,member
41.87,50,-87.65,casual
41.87,117,-87.65,member
41.87,105,-87.64,casual
41.87,73,-87.64,member
41.87,273,-87.63,casual
41.87,175,-87.63,member
41.87,496,-87.62,casual
41.87,164,-87.62,member
41.87,114,-87.61,casual
41.87,44,-87.61,member
41.870257,195,-87.639474,casual
41.870257,311,-87.639474,member
41.870769,493,-87.625734,casual
41.870769,537,-87.625734,member
41.870816,222,-87.631246,casual
41.870816,230,-87.631246,member
41.871262,51,-87.673688,casual
41.871262,432,-87.673688,member
41.87146652,34,-87.64094913,casual
41.87146652,37,-87.64094913,member
41.871467,10,-87.640949,casual
41.871514,47,-87.669886,casual
41.871514,281,-87.669886,member
41.871737,148,-87.65103,casual
41.871737,565,-87.65103,member
41.87184,123,-87.64664,casual
41.87184,700,-87.64664,member
41.87207763,472,-87.62954377,casual
41.87207763,827,-87.62954377,member
41.872078,31,-87.629544,casual
41.872131,9,-87.746619,casual
41.872131,4,-87.746619,member
41.872187,205,-87.661501,casual
41.872187,1007,-87.661501,member
41.87261212,1,-87.62388969,casual
41.87273154,235,-87.63351649,casual
41.87273154,428,-87.63351649,member
41.872732,16,-87.633516,casual
41.872773,919,-87.623981,casual
41.872773,311,-87.623981,member
41.87295,80,-87.66913,casual
41.87295,464,-87.66913,member
41.872993,12,-87.764499,casual
41.872993,4,-87.764499,member
41.87359967,8,-87.70487075,casual
41.87359967,9,-87.70487075,member
41.8736,1,-87.704871,casual
41.874053,355,-87.627716,casual
41.874053,188,-87.627716,member
41.874255,72,-87.639573,casual
41.874255,121,-87.639573,member
41.87441021,12,-87.72609159,casual
41.87441021,1,-87.72609159,member
41.87464,77,-87.65703,casual
41.87464,293,-87.65703,member
41.87474885,92,-87.68644528,casual
41.87474885,176,-87.68644528,member
41.874749,3,-87.686445,casual
41.874754,99,-87.649807,casual
41.874754,363,-87.649807,member
41.87501,91,-87.67328,casual
41.87501,169,-87.67328,member
41.87502363,125,-87.63309404,casual
41.87502363,287,-87.63309404,member
41.875024,11,-87.633094,casual
41.875679,10,-87.71547,casual
41.875679,1,-87.71547,member
41.875806,2,-87.755285,casual
41.875885,124,-87.640795,casual
41.875885,165,-87.640795,member
41.87593267,168,-87.63058454,casual
41.87593267,254,-87.63058454,member
41.875933,16,-87.630585,casual
41.87622217,1,-87.6244855,member
41.876243,452,-87.624426,casual
41.876243,201,-87.624426,member
41.876268,251,-87.629155,casual
41.876268,196,-87.629155,member
41.877181,352,-87.627844,casual
41.877181,349,-87.627844,member
41.877245,278,-87.639366,casual
41.877245,445,-87.639366,member
41.877613,7,-87.745405,casual
41.877618,59,-87.673895,casual
41.877618,70,-87.673895,member
41.87763383,1,-87.635288,casual
41.8776416,408,-87.64961779,casual
41.8776416,819,-87.64961779,member
41.877642,36,-87.649618,casual
41.87770796,411,-87.63532114,casual
41.87770796,659,-87.63532114,member
41.877708,64,-87.635321,casual
41.877726,11,-87.654787,casual
41.87772613,268,-87.65478743,casual
41.87772613,518,-87.65478743,member
41.87783483,1,-87.62407033,casual
41.87785,725,-87.62408,casual
41.87785,301,-87.62408,member
41.877917,2,-87.735737,casual
41.877917,29,-87.735737,member
41.877945,156,-87.662007,casual
41.877945,307,-87.662007,member
41.8781189,185,-87.6439476,casual
41.8781189,498,-87.6439476,member
41.878119,13,-87.643948,casual
41.878166,179,-87.631929,casual
41.878166,553,-87.631929,member
41.87831661,317,-87.64098108,casual
41.87831661,651,-87.64098108,member
41.878317,41,-87.640981,casual
41.879255,408,-87.639904,casual
41.879255,729,-87.639904,member
41.879344,17,-87.631985,casual
41.87934437,154,-87.63198522,casual
41.87934437,152,-87.63198522,member
41.879356,26,-87.629791,casual
41.87935636,208,-87.62979104,casual
41.87935636,358,-87.62979104,member
41.879434,37,-87.635504,casual
41.87943409,276,-87.63550401,casual
41.87943409,304,-87.63550401,member
41.879472,37,-87.625689,casual
41.87947235,333,-87.62568861,casual
41.87947235,349,-87.62568861,member
41.87978771,63,-87.68611281,casual
41.87978771,105,-87.68611281,member
41.879788,7,-87.686113,casual
41.88,1,-87.79,casual
41.88,1,-87.78,casual
41.88,10,-87.77,casual
41.88,3,-87.77,member
41.88,8,-87.76,casual
41.88,15,-87.76,member
41.88,13,-87.75,casual
41.88,17,-87.75,member
41.88,18,-87.74,casual
41.88,8,-87.74,member
41.88,16,-87.73,casual
41.88,5,-87.73,member
41.88,14,-87.72,casual
41.88,5,-87.72,member
41.88,54,-87.71,casual
41.88,13,-87.71,member
41.88,15,-87.7,casual
41.88,13,-87.7,member
41.88,47,-87.69,casual
41.88,27,-87.69,member
41.88,52,-87.68,casual
41.88,48,-87.68,member
41.88,86,-87.67,casual
41.88,85,-87.67,member
41.88,206,-87.66,casual
41.88,212,-87.66,member
41.88,467,-87.65,casual
41.88,500,-87.65,member
41.88,370,-87.64,casual
41.88,371,-87.64,member
41.88,646,-87.63,casual
41.88,666,-87.63,member
41.88,952,-87.62,casual
41.88,399,-87.62,member
41.88,74,-87.61,casual
41.88,30,-87.61,member
41.880121,6,-87.763238,casual
41.880121,9,-87.763238,member
41.880207,8,-87.755337,casual
41.880207,8,-87.755337,member
41.880281,16,-87.774453,casual
41.880281,5,-87.774453,member
41.880317,331,-87.635185,casual
41.880317,747,-87.635185,member
41.88032963,165,-87.64274597,casual
41.88032963,369,-87.64274597,member
41.88033,12,-87.642746,casual
41.880419,208,-87.655519,casual
41.880419,398,-87.655519,member
41.880708,2,-87.741018,casual
41.880708,1,-87.741018,member
41.88085,15,-87.727907,casual
41.88085,5,-87.727907,member
41.88095317,1,-87.616743,casual
41.880958,2902,-87.616743,casual
41.880958,930,-87.616743,member
41.8810317,1614,-87.62408432,casual
41.8810317,588,-87.62408432,member
41.881032,502,-87.624084,casual
41.88131982,337,-87.62952092,casual
41.88131982,666,-87.62952092,member
41.88132,35,-87.629521,casual
41.88137,122,-87.67493,casual
41.88137,98,-87.67493,member
41.88169,234,-87.63953,casual
41.88169,384,-87.63953,member
41.881892,648,-87.648789,casual
41.881892,1043,-87.648789,member
41.882091,273,-87.639833,casual
41.882091,598,-87.639833,member
41.882134,468,-87.625125,casual
41.882134,385,-87.625125,member
41.882242,558,-87.641066,casual
41.882242,1111,-87.641066,member
41.882664,184,-87.63253,casual
41.882664,343,-87.63253,member
41.88283,315,-87.661206,casual
41.88283,353,-87.661206,member
41.883073,132,-87.656952,casual
41.883073,241,-87.656952,member
41.883143,9,-87.637242,casual
41.88314336,171,-87.63724208,casual
41.88314336,343,-87.63724208,member
41.883165,311,-87.6511,casual
41.883165,449,-87.6511,member
41.883181,6,-87.648725,casual
41.88318131,320,-87.64872462,casual
41.88318131,274,-87.64872462,member
41.88338,398,-87.64117,casual
41.88338,1040,-87.64117,member
41.88360166,543,-87.64862671,casual
41.88360166,532,-87.64862671,member
41.883602,25,-87.648627,casual
41.883984,120,-87.624684,casual
41.88398406,793,-87.62468398,casual
41.88398406,747,-87.62468398,member
41.884069,167,-87.656853,casual
41.884069,255,-87.656853,member
41.884114,359,-87.654264,casual
41.884114,537,-87.654264,member
41.884241,273,-87.629634,casual
41.884241,569,-87.629634,member
41.88445396,34,-87.69629814,casual
41.88445396,39,-87.69629814,member
41.884454,3,-87.696298,casual
41.884576,35,-87.63189,casual
41.88457623,280,-87.63188991,casual
41.88457623,656,-87.63188991,member
41.884603,3,-87.706304,casual
41.88460329,27,-87.70630374,casual
41.88460329,44,-87.70630374,member
41.884616,20,-87.644571,casual
41.88461619,306,-87.64457058,casual
41.88461619,488,-87.64457058,member
41.884621,80,-87.627834,casual
41.88462107,562,-87.62783423,casual
41.88462107,722,-87.62783423,member
41.884728,558,-87.619521,casual
41.884728,606,-87.619521,member
41.88488767,1,-87.62764567,casual
41.88536333,1,-87.64135233,casual
41.885409,16,-87.726491,casual
41.885502,39,-87.716866,casual
41.885502,37,-87.716866,member
41.885637,399,-87.641823,casual
41.885637,758,-87.641823,member
41.88573683,1,-87.624602,casual
41.885779,37,-87.651025,casual
41.88577925,717,-87.65102461,casual
41.88577925,819,-87.65102461,member
41.885837,380,-87.6355,casual
41.885837,599,-87.6355,member
41.88592,286,-87.66717,casual
41.88592,218,-87.66717,member
41.885928,20,-87.73541,casual
41.885928,1,-87.73541,member
41.885951,101,-87.677009,casual
41.885951,131,-87.677009,member
41.88602083,432,-87.63087606,casual
41.88602083,599,-87.63087606,member
41.886021,42,-87.630876,casual
41.886024,914,-87.624117,casual
41.886024,691,-87.624117,member
41.886349,51,-87.617517,casual
41.88634906,493,-87.61751655,casual
41.88634906,500,-87.61751655,member
41.886616,8,-87.65804,casual
41.88661649,171,-87.65803993,casual
41.88661649,244,-87.65803993,member
41.886835,432,-87.62232,casual
41.886835,388,-87.62232,member
41.886841,9,-87.745261,casual
41.886841,1,-87.745261,member
41.886875,674,-87.62603,casual
41.886875,329,-87.62603,member
41.88691,1,-87.61277367,casual
41.886976,1397,-87.612813,casual
41.886976,533,-87.612813,member
41.887664,11,-87.765469,casual
41.887664,2,-87.765469,member
41.887832,2,-87.755527,casual
41.887832,7,-87.755527,member
41.88794379,22,-87.77427346,casual
41.88794379,14,-87.77427346,member
41.887944,6,-87.774273,casual
41.888243,360,-87.63639,casual
41.888243,703,-87.63639,member
41.888716,31,-87.644448,casual
41.88871604,511,-87.64444785,casual
41.88871604,917,-87.64444785,member
41.88917683,649,-87.63850577,casual
41.88917683,1452,-87.63850577,member
41.889177,24,-87.638506,casual
41.889375,55,-87.627077,casual
41.88937547,470,-87.62707651,casual
41.88937547,574,-87.62707651,member
41.88949182,73,-87.68821936,casual
41.88949182,111,-87.68821936,member
41.889492,3,-87.688219,casual
41.889899,123,-87.671473,casual
41.889899,226,-87.671473,member
41.889906,678,-87.634266,casual
41.889906,939,-87.634266,member
41.889967,1,-87.680156,casual
41.88996749,6,-87.68015608,casual
41.88996749,14,-87.68015608,member
41.88997933,1,-87.62559517,casual
41.89,1,-87.8,casual
41.89,1,-87.79,casual
41.89,2,-87.78,casual
41.89,1,-87.78,member
41.89,20,-87.77,casual
41.89,3,-87.77,member
41.89,6,-87.76,casual
41.89,6,-87.76,member
41.89,24,-87.75,casual
41.89,7,-87.75,member
41.89,5,-87.74,casual
41.89,11,-87.73,casual
41.89,4,-87.73,member
41.89,33,-87.72,casual
41.89,15,-87.72,member
41.89,29,-87.71,casual
41.89,9,-87.71,member
41.89,32,-87.7,casual
41.89,36,-87.7,member
41.89,34,-87.69,casual
41.89,38,-87.69,member
41.89,87,-87.68,casual
41.89,99,-87.68,member
41.89,103,-87.67,casual
41.89,98,-87.67,member
41.89,214,-87.66,casual
41.89,235,-87.66,member
41.89,866,-87.65,casual
41.89,974,-87.65,member
41.89,343,-87.64,casual
41.89,351,-87.64,member
41.89,871,-87.63,casual
41.89,691,-87.63,member
41.89,724,-87.62,casual
41.89,383,-87.62,member
41.89,771,-87.61,casual
41.89,160,-87.61,member
41.89,45,-87.6,casual
41.89,11,-87.6,member
41.890028,214,-87.636618,casual
41.890028,359,-87.636618,member
41.890173,342,-87.626185,casual
41.890173,414,-87.626185,member
41.89046879,14,-87.70260751,casual
41.89046879,20,-87.70260751,member
41.890469,1,-87.702608,casual
41.890573,436,-87.622072,casual
41.890573,342,-87.622072,member
41.890762,892,-87.631697,casual
41.890762,844,-87.631697,member
41.89077633,1,-87.63160117,casual
41.890847,94,-87.618617,casual
41.89084704,835,-87.61861682,casual
41.89084704,736,-87.61861682,member
41.891023,17,-87.63548,casual
41.89102331,476,-87.63547987,casual
41.89102331,579,-87.63547987,member
41.891072,225,-87.666611,casual
41.891072,242,-87.666611,member
41.891466,1031,-87.626761,casual
41.891466,918,-87.626761,member
41.89147627,1,-87.62671661,casual
41.891578,492,-87.648384,casual
41.891578,601,-87.648384,member
41.891795,259,-87.658751,casual
41.891795,417,-87.658751,member
41.891847,88,-87.62058,casual
41.89184737,668,-87.6205802,casual
41.89184737,684,-87.6205802,member
41.892048,89,-87.689397,casual
41.892048,85,-87.689397,member
41.892266,1,-87.6122315,casual
41.892278,5853,-87.612043,casual
41.892278,1419,-87.612043,member
41.892394,17,-87.676885,casual
41.89239445,165,-87.67688513,casual
41.89239445,212,-87.67688513,member
41.892592,83,-87.617289,casual
41.89259212,867,-87.61728913,casual
41.89259212,786,-87.61728913,member
41.893808,20,-87.641697,casual
41.89380806,475,-87.64169723,casual
41.89380806,774,-87.64169723,member
41.893992,823,-87.629318,casual
41.893992,953,-87.629318,member
41.89403667,1,-87.64180517,casual
41.894345,91,-87.622798,casual
41.89434514,655,-87.62279838,casual
41.89434514,980,-87.62279838,member
41.894503,346,-87.617854,casual
41.894503,594,-87.617854,member
41.894556,317,-87.653449,casual
41.894556,456,-87.653449,member
41.894666,265,-87.638437,casual
41.894666,453,-87.638437,member
41.8947155,1,-87.63465983,casual
41.894722,775,-87.634362,casual
41.894722,972,-87.634362,member
41.894745,9,-87.756895,casual
41.894745,4,-87.756895,member
41.894877,445,-87.632326,casual
41.894877,426,-87.632326,member
41.894887,17,-87.774704,casual
41.894887,9,-87.774704,member
41.894958,7,-87.764902,casual
41.894958,15,-87.764902,member
41.89517271,195,-87.66754702,casual
41.89517271,233,-87.66754702,member
41.895173,7,-87.667547,casual
41.895465,1,-87.706128,casual
41.8954653,33,-87.70612788,casual
41.8954653,50,-87.70612788,member
41.895501,213,-87.682017,casual
41.895501,154,-87.682017,member
41.895634,224,-87.672069,casual
41.895634,291,-87.672069,member
41.895748,200,-87.620104,casual
41.895748,295,-87.620104,member
41.89576475,373,-87.62590803,casual
41.89576475,531,-87.62590803,member
41.895765,33,-87.625908,casual
41.895769,383,-87.67722,casual
41.895769,463,-87.67722,member
41.896362,18,-87.654061,casual
41.89636246,386,-87.65406127,casual
41.89636246,516,-87.65406127,member
41.89637133,1,-87.65411283,member
41.896373,15,-87.660984,casual
41.89637337,324,-87.66098386,casual
41.89637337,413,-87.66098386,member
41.896617,52,-87.628579,casual
41.8966172,528,-87.62857854,casual
41.8966172,832,-87.62857854,member
41.89674697,476,-87.63566762,casual
41.89674697,649,-87.63566762,member
41.896747,15,-87.635668,casual
41.89675,379,-87.63089,casual
41.89675,478,-87.63089,member
41.89694463,448,-87.62175769,casual
41.89694463,586,-87.62175769,member
41.896945,52,-87.621758,casual
41.897448,183,-87.628722,casual
41.897448,328,-87.628722,member
41.89766,393,-87.62351,casual
41.89766,274,-87.62351,member
41.897764,368,-87.642884,casual
41.897764,789,-87.642884,member
41.898203,284,-87.637536,casual
41.898203,357,-87.637536,member
41.89841769,314,-87.68659602,casual
41.89841769,301,-87.68659602,member
41.898418,16,-87.686596,casual
41.89858665,489,-87.62191523,casual
41.89858665,577,-87.62191523,member
41.898587,64,-87.621915,casual
41.898969,718,-87.629912,casual
41.898969,910,-87.629912,member
41.89904233,1,-87.67216133,casual
41.899181,152,-87.6722,casual
41.899181,273,-87.6722,member
41.89939,5,-87.648545,casual
41.89939029,52,-87.64854491,casual
41.89939029,91,-87.64854491,member
41.899643,195,-87.6677,casual
41.899643,343,-87.6677,member
41.89993,15,-87.63443,casual
41.89993001,243,-87.63443007,casual
41.89993001,388,-87.63443007,member
41.9,1,-87.84,casual
41.9,7,-87.78,casual
41.9,1,-87.78,member
41.9,26,-87.77,casual
41.9,4,-87.77,member
41.9,11,-87.76,casual
41.9,1,-87.76,member
41.9,43,-87.75,casual
41.9,41,-87.75,member
41.9,10,-87.74,casual
41.9,4,-87.74,member
41.9,33,-87.73,casual
41.9,16,-87.73,member
41.9,63,-87.72,casual
41.9,31,-87.72,member
41.9,105,-87.71,casual
41.9,61,-87.71,member
41.9,127,-87.7,casual
41.9,116,-87.7,member
41.9,284,-87.69,casual
41.9,313,-87.69,member
41.9,224,-87.68,casual
41.9,191,-87.68,member
41.9,222,-87.67,casual
41.9,262,-87.67,member
41.9,132,-87.66,casual
41.9,134,-87.66,member
41.9,77,-87.65,casual
41.9,112,-87.65,member
41.9,201,-87.64,casual
41.9,198,-87.64,member
41.9,664,-87.63,casual
41.9,658,-87.63,member
41.9,776,-87.62,casual
41.9,330,-87.62,member
41.9,12,-87.61,casual
41.9,4,-87.61,member
41.900219,5,-87.642985,casual
41.90021949,176,-87.64298547,casual
41.90021949,413,-87.64298547,member
41.900363,256,-87.696704,casual
41.900363,272,-87.696704,member
41.90068,237,-87.6626,casual
41.90068,389,-87.6626,member
41.90071017,1,-87.6626095,casual
41.90096,448,-87.623777,casual
41.90096039,2416,-87.62377664,casual
41.90096039,1232,-87.62377664,member
41.901315,261,-87.677409,casual
41.901315,283,-87.677409,member
41.9023087,685,-87.62769053,casual
41.9023087,583,-87.62769053,member
41.902309,55,-87.627691,casual
41.90270659,86,-87.70921957,casual
41.90270659,125,-87.70921957,member
41.902707,8,-87.70922,casual
41.902893,209,-87.687275,casual
41.902893,224,-87.687275,member
41.902924,152,-87.637715,casual
41.902924,247,-87.637715,member
41.902973,1008,-87.63128,casual
41.902973,1396,-87.63128,member
41.902997,119,-87.683825,casual
41.902997,193,-87.683825,member
41.903029,229,-87.697474,casual
41.903029,193,-87.697474,member
41.903119,469,-87.673935,casual
41.903119,498,-87.673935,member
41.903222,1059,-87.634324,casual
41.903222,1205,-87.634324,member
41.9032615,1,-87.6311495,member
41.903266,327,-87.678435,casual
41.903266,372,-87.678435,member
41.90345,828,-87.667747,casual
41.90345,1049,-87.667747,member
41.903486,29,-87.643353,casual
41.90348607,368,-87.64335349,casual
41.90348607,516,-87.64335349,member
41.904613,196,-87.640552,casual
41.904613,389,-87.640552,member
41.906724,841,-87.63483,casual
41.906724,734,-87.63483,member
41.906866,534,-87.626217,casual
41.906866,522,-87.626217,member
41.907066,366,-87.667252,casual
41.907066,460,-87.667252,member
41.907221,55,-87.655618,casual
41.907221,92,-87.655618,member
41.907626,137,-87.638566,casual
41.907626,194,-87.638566,member
41.907655,572,-87.672552,casual
41.907655,676,-87.672552,member
41.907781,119,-87.685854,casual
41.907781,139,-87.685854,member
41.907993,669,-87.631501,casual
41.907993,799,-87.631501,member
41.909396,58,-87.677692,casual
41.90939601,863,-87.67769193,casual
41.90939601,981,-87.67769193,member
41.90965688,61,-87.71663195,casual
41.90965688,41,-87.71663195,member
41.909657,1,-87.716632,casual
41.909668,579,-87.648128,casual
41.909668,927,-87.648128,member
41.909769,9,-87.70528,casual
41.9097693,135,-87.70528049,casual
41.9097693,135,-87.70528049,member
41.90985465,355,-87.66993016,casual
41.90985465,396,-87.66993016,member
41.909855,14,-87.66993,casual
41.91,12,-87.81,casual
41.91,12,-87.81,member
41.91,2,-87.8,casual
41.91,3,-87.8,member
41.91,16,-87.79,casual
41.91,6,-87.79,member
41.91,17,-87.78,casual
41.91,35,-87.77,casual
41.91,5,-87.77,member
41.91,41,-87.76,casual
41.91,11,-87.76,member
41.91,52,-87.75,casual
41.91,18,-87.75,member
41.91,42,-87.74,casual
41.91,19,-87.74,member
41.91,105,-87.73,casual
41.91,31,-87.73,member
41.91,94,-87.72,casual
41.91,35,-87.72,member
41.91,172,-87.71,casual
41.91,187,-87.71,member
41.91,135,-87.7,casual
41.91,158,-87.7,member
41.91,173,-87.69,casual
41.91,188,-87.69,member
41.91,670,-87.68,casual
41.91,486,-87.68,member
41.91,367,-87.67,casual
41.91,299,-87.67,member
41.91,91,-87.66,casual
41.91,107,-87.66,member
41.91,222,-87.65,casual
41.91,335,-87.65,member
41.91,169,-87.64,casual
41.91,142,-87.64,member
41.91,923,-87.63,casual
41.91,741,-87.63,member
41.91,444,-87.62,casual
41.91,278,-87.62,member
41.91013551,1,-87.68242657,member
41.9101398,1,-87.64347088,casual
41.91021,234,-87.6435,casual
41.91021,230,-87.6435,member
41.910475,8,-87.696894,casual
41.9104754,163,-87.6968944,casual
41.9104754,229,-87.6968944,member
41.910509,12,-87.682389,casual
41.91050937,225,-87.68238902,casual
41.91050937,281,-87.68238902,member
41.910522,380,-87.653106,casual
41.910522,592,-87.653106,member
41.910535,254,-87.689556,casual
41.910535,295,-87.689556,member
41.910578,19,-87.649422,casual
41.91057803,347,-87.64942193,casual
