ride_length,Conteo_ridelength,member_casual
00:20:08,872,member
00:20:09,770,casual
00:20:09,861,member
00:20:10,832,casual
00:20:10,879,member
00:20:11,773,casual
00:20:11,819,member
00:20:12,765,casual
00:20:12,783,member
00:20:13,727,casual
00:20:13,828,member
00:20:14,721,casual
00:20:14,794,member
00:20:15,733,casual
00:20:15,815,member
00:20:16,716,casual
00:20:16,770,member
00:20:17,737,casual
00:20:17,782,member
00:20:18,712,casual
00:20:18,813,member
00:20:19,715,casual
00:20:19,790,member
00:20:20,722,casual
00:20:20,743,member
00:20:21,689,casual
00:20:21,756,member
00:20:22,719,casual
00:20:22,785,member
00:20:23,724,casual
00:20:23,774,member
00:20:24,755,casual
00:20:24,769,member
00:20:25,747,casual
00:20:25,757,member
00:20:26,695,casual
00:20:26,788,member
00:20:27,708,casual
00:20:27,768,member
00:20:28,684,casual
00:20:28,737,member
00:20:29,732,casual
00:20:29,725,member
00:20:30,676,casual
00:20:30,812,member
00:20:31,695,casual
00:20:31,781,member
00:20:32,639,casual
00:20:32,776,member
00:20:33,682,casual
00:20:33,795,member
00:20:34,644,casual
00:20:34,777,member
00:20:35,728,casual
00:20:35,786,member
00:20:36,684,casual
00:20:36,753,member
00:20:37,718,casual
00:20:37,719,member
00:20:38,724,casual
00:20:38,756,member
00:20:39,713,casual
00:20:39,747,member
00:20:40,664,casual
00:20:40,814,member
00:20:41,701,casual
00:20:41,765,member
00:20:42,657,casual
00:20:42,762,member
00:20:43,708,casual
00:20:43,758,member
00:20:44,737,casual
00:20:44,738,member
00:20:45,696,casual
00:20:45,722,member
00:20:46,698,casual
00:20:46,703,member
00:20:47,731,casual
00:20:47,753,member
00:20:48,699,casual
00:20:48,760,member
00:20:49,703,casual
00:20:49,772,member
00:20:50,695,casual
00:20:50,742,member
00:20:51,677,casual
00:20:51,762,member
00:20:52,666,casual
00:20:52,792,member
00:20:53,698,casual
00:20:53,750,member
00:20:54,676,casual
00:20:54,756,member
00:20:55,663,casual
00:20:55,718,member
00:20:56,693,casual
00:20:56,728,member
00:20:57,684,casual
00:20:57,715,member
00:20:58,688,casual
00:20:58,710,member
00:20:59,666,casual
00:20:59,699,member
00:21:00,728,casual
00:21:00,747,member
00:21:01,698,casual
00:21:01,689,member
00:21:02,720,casual
00:21:02,778,member
00:21:03,639,casual
00:21:03,767,member
00:21:04,716,casual
00:21:04,773,member
00:21:05,654,casual
00:21:05,772,member
00:21:06,658,casual
00:21:06,696,member
00:21:07,651,casual
00:21:07,730,member
00:21:08,676,casual
00:21:08,758,member
00:21:09,661,casual
00:21:09,742,member
00:21:10,676,casual
00:21:10,729,member
00:21:11,696,casual
00:21:11,721,member
00:21:12,609,casual
00:21:12,729,member
00:21:13,650,casual
00:21:13,693,member
00:21:14,652,casual
00:21:14,717,member
00:21:15,661,casual
00:21:15,753,member
00:21:16,649,casual
00:21:16,678,member
00:21:17,679,casual
00:21:17,699,member
00:21:18,647,casual
00:21:18,685,member
00:21:19,649,casual
00:21:19,670,member
00:21:20,639,casual
00:21:20,687,member
00:21:21,683,casual
00:21:21,711,member
00:21:22,678,casual
00:21:22,689,member
00:21:23,659,casual
00:21:23,695,member
00:21:24,658,casual
00:21:24,747,member
00:21:25,644,casual
00:21:25,689,member
00:21:26,632,casual
00:21:26,676,member
00:21:27,666,casual
00:21:27,716,member
00:21:28,638,casual
00:21:28,655,member
00:21:29,612,casual
00:21:29,716,member
00:21:30,642,casual
00:21:30,701,member
00:21:31,684,casual
00:21:31,700,member
00:21:32,656,casual
00:21:32,665,member
00:21:33,659,casual
00:21:33,650,member
00:21:34,635,casual
00:21:34,709,member
00:21:35,688,casual
00:21:35,693,member
00:21:36,620,casual
00:21:36,689,member
00:21:37,629,casual
00:21:37,695,member
00:21:38,666,casual
00:21:38,695,member
00:21:39,604,casual
00:21:39,669,member
00:21:40,683,casual
00:21:40,663,member
00:21:41,626,casual
00:21:41,643,member
00:21:42,645,casual
00:21:42,710,member
00:21:43,698,casual
00:21:43,684,member
00:21:44,643,casual
00:21:44,712,member
00:21:45,649,casual
00:21:45,679,member
00:21:46,692,casual
00:21:46,680,member
00:21:47,607,casual
00:21:47,652,member
00:21:48,638,casual
00:21:48,647,member
00:21:49,644,casual
00:21:49,660,member
00:21:50,662,casual
00:21:50,659,member
00:21:51,618,casual
00:21:51,715,member
00:21:52,669,casual
00:21:52,680,member
00:21:53,678,casual
00:21:53,627,member
00:21:54,607,casual
00:21:54,698,member
00:21:55,634,casual
00:21:55,739,member
00:21:56,635,casual
00:21:56,685,member
00:21:57,613,casual
00:21:57,683,member
00:21:58,668,casual
00:21:58,638,member
00:21:59,633,casual
00:21:59,683,member
00:22:00,590,casual
00:22:00,602,member
00:22:01,641,casual
00:22:01,696,member
00:22:02,596,casual
00:22:02,676,member
00:22:03,655,casual
00:22:03,625,member
00:22:04,591,casual
00:22:04,688,member
00:22:05,641,casual
00:22:05,629,member
00:22:06,599,casual
00:22:06,636,member
00:22:07,582,casual
00:22:07,694,member
00:22:08,629,casual
00:22:08,644,member
00:22:09,571,casual
00:22:09,625,member
00:22:10,612,casual
00:22:10,621,member
00:22:11,628,casual
00:22:11,641,member
00:22:12,609,casual
00:22:12,631,member
00:22:13,599,casual
00:22:13,611,member
00:22:14,621,casual
00:22:14,643,member
00:22:15,601,casual
00:22:15,635,member
00:22:16,607,casual
00:22:16,664,member
00:22:17,609,casual
00:22:17,665,member
00:22:18,636,casual
00:22:18,627,member
00:22:19,641,casual
00:22:19,632,member
00:22:20,677,casual
00:22:20,633,member
00:22:21,628,casual
00:22:21,689,member
00:22:22,599,casual
00:22:22,617,member
00:22:23,633,casual
00:22:23,614,member
00:22:24,643,casual
00:22:24,607,member
00:22:25,603,casual
00:22:25,590,member
00:22:26,597,casual
00:22:26,639,member
00:22:27,631,casual
00:22:27,621,member
00:22:28,599,casual
00:22:28,604,member
00:22:29,591,casual
00:22:29,605,member
00:22:30,585,casual
00:22:30,574,member
00:22:31,611,casual
00:22:31,646,member
00:22:32,621,casual
00:22:32,701,member
00:22:33,586,casual
00:22:33,613,member
00:22:34,590,casual
00:22:34,601,member
00:22:35,611,casual
00:22:35,629,member
00:22:36,601,casual
00:22:36,639,member
00:22:37,608,casual
00:22:37,657,member
00:22:38,564,casual
00:22:38,618,member
00:22:39,587,casual
00:22:39,612,member
00:22:40,578,casual
00:22:40,605,member
00:22:41,629,casual
00:22:41,598,member
00:22:42,611,casual
00:22:42,644,member
00:22:43,618,casual
00:22:43,650,member
00:22:44,583,casual
00:22:44,636,member
00:22:45,611,casual
00:22:45,640,member
00:22:46,537,casual
00:22:46,602,member
00:22:47,618,casual
00:22:47,628,member
00:22:48,604,casual
00:22:48,593,member
00:22:49,614,casual
00:22:49,652,member
00:22:50,589,casual
00:22:50,594,member
00:22:51,561,casual
00:22:51,571,member
00:22:52,582,casual
00:22:52,580,member
00:22:53,560,casual
00:22:53,589,member
00:22:54,633,casual
00:22:54,599,member
00:22:55,567,casual
00:22:55,603,member
00:22:56,623,casual
00:22:56,636,member
00:22:57,585,casual
00:22:57,627,member
00:22:58,580,casual
00:22:58,629,member
00:22:59,600,casual
00:22:59,582,member
00:23:00,575,casual
00:23:00,601,member
00:23:01,564,casual
00:23:01,569,member
00:23:02,541,casual
00:23:02,630,member
00:23:03,597,casual
00:23:03,637,member
00:23:04,577,casual
00:23:04,572,member
00:23:05,600,casual
00:23:05,589,member
00:23:06,575,casual
00:23:06,619,member
00:23:07,590,casual
00:23:07,578,member
00:23:08,565,casual
00:23:08,565,member
00:23:09,581,casual
00:23:09,652,member
00:23:10,567,casual
00:23:10,593,member
00:23:11,606,casual
00:23:11,605,member
00:23:12,576,casual
00:23:12,598,member
00:23:13,583,casual
00:23:13,588,member
00:23:14,540,casual
00:23:14,598,member
00:23:15,621,casual
00:23:15,606,member
00:23:16,571,casual
00:23:16,553,member
00:23:17,579,casual
00:23:17,608,member
00:23:18,572,casual
00:23:18,576,member
00:23:19,568,casual
00:23:19,536,member
00:23:20,554,casual
00:23:20,585,member
00:23:21,600,casual
00:23:21,595,member
00:23:22,555,casual
00:23:22,578,member
00:23:23,559,casual
00:23:23,572,member
00:23:24,533,casual
00:23:24,568,member
00:23:25,581,casual
00:23:25,570,member
00:23:26,547,casual
00:23:26,578,member
00:23:27,565,casual
00:23:27,605,member
00:23:28,592,casual
00:23:28,582,member
00:23:29,556,casual
00:23:29,554,member
00:23:30,571,casual
00:23:30,581,member
00:23:31,555,casual
00:23:31,596,member
00:23:32,572,casual
00:23:32,550,member
00:23:33,579,casual
00:23:33,566,member
00:23:34,583,casual
00:23:34,587,member
00:23:35,563,casual
00:23:35,542,member
00:23:36,547,casual
00:23:36,584,member
00:23:37,549,casual
00:23:37,567,member
00:23:38,522,casual
00:23:38,564,member
00:23:39,530,casual
00:23:39,520,member
00:23:40,576,casual
00:23:40,546,member
00:23:41,565,casual
00:23:41,532,member
00:23:42,538,casual
00:23:42,561,member
00:23:43,525,casual
00:23:43,500,member
00:23:44,532,casual
00:23:44,558,member
00:23:45,551,casual
00:23:45,554,member
00:23:46,516,casual
00:23:46,551,member
00:23:47,544,casual
00:23:47,556,member
00:23:48,509,casual
00:23:48,553,member
00:23:49,521,casual
00:23:49,496,member
00:23:50,547,casual
00:23:50,536,member
00:23:51,565,casual
00:23:51,571,member
00:23:52,558,casual
00:23:52,566,member
00:23:53,605,casual
00:23:53,592,member
00:23:54,550,casual
00:23:54,577,member
00:23:55,535,casual
00:23:55,561,member
00:23:56,521,casual
00:23:56,535,member
00:23:57,527,casual
00:23:57,562,member
00:23:58,531,casual
00:23:58,576,member
00:23:59,551,casual
00:23:59,569,member
00:24:00,557,casual
00:24:00,531,member
00:24:01,541,casual
00:24:01,498,member
00:24:02,542,casual
00:24:02,555,member
00:24:03,548,casual
00:24:03,564,member
00:24:04,525,casual
00:24:04,544,member
00:24:05,554,casual
00:24:05,545,member
00:24:06,531,casual
00:24:06,566,member
00:24:07,563,casual
00:24:07,535,member
00:24:08,535,casual
00:24:08,562,member
00:24:09,540,casual
00:24:09,507,member
00:24:10,524,casual
00:24:10,586,member
00:24:11,522,casual
00:24:11,515,member
00:24:12,520,casual
00:24:12,560,member
00:24:13,576,casual
00:24:13,540,member
00:24:14,524,casual
00:24:14,509,member
00:24:15,551,casual
00:24:15,471,member
00:24:16,489,casual
00:24:16,510,member
00:24:17,512,casual
00:24:17,527,member
00:24:18,567,casual
00:24:18,511,member
00:24:19,549,casual
00:24:19,541,member
00:24:20,563,casual
00:24:20,543,member
00:24:21,529,casual
00:24:21,493,member
00:24:22,522,casual
00:24:22,543,member
00:24:23,553,casual
00:24:23,559,member
00:24:24,475,casual
00:24:24,500,member
00:24:25,494,casual
00:24:25,495,member
00:24:26,528,casual
00:24:26,529,member
00:24:27,504,casual
00:24:27,496,member
00:24:28,474,casual
00:24:28,467,member
00:24:29,542,casual
00:24:29,515,member
00:24:30,532,casual
00:24:30,508,member
00:24:31,495,casual
00:24:31,538,member
00:24:32,519,casual
00:24:32,466,member
00:24:33,560,casual
00:24:33,535,member
00:24:34,515,casual
00:24:34,459,member
00:24:35,544,casual
00:24:35,491,member
00:24:36,512,casual
00:24:36,503,member
00:24:37,505,casual
00:24:37,514,member
00:24:38,545,casual
00:24:38,478,member
00:24:39,536,casual
00:24:39,508,member
00:24:40,499,casual
00:24:40,540,member
00:24:41,516,casual
00:24:41,528,member
00:24:42,495,casual
00:24:42,493,member
00:24:43,512,casual
00:24:43,490,member
00:24:44,488,casual
00:24:44,495,member
00:24:45,533,casual
00:24:45,531,member
00:24:46,488,casual
00:24:46,562,member
00:24:47,494,casual
00:24:47,524,member
00:24:48,521,casual
00:24:48,561,member
00:24:49,524,casual
00:24:49,523,member
00:24:50,517,casual
00:24:50,474,member
00:24:51,523,casual
00:24:51,510,member
00:24:52,519,casual
00:24:52,490,member
00:24:53,550,casual
00:24:53,520,member
00:24:54,505,casual
00:24:54,509,member
00:24:55,539,casual
00:24:55,508,member
00:24:56,530,casual
00:24:56,515,member
00:24:57,527,casual
00:24:57,513,member
00:24:58,487,casual
00:24:58,470,member
00:24:59,510,casual
00:24:59,504,member
00:25:00,540,casual
00:25:00,471,member
00:25:01,558,casual
00:25:01,516,member
00:25:02,518,casual
00:25:02,517,member
00:25:03,480,casual
00:25:03,487,member
00:25:04,485,casual
00:25:04,496,member
00:25:05,495,casual
00:25:05,473,member
00:25:06,475,casual
00:25:06,513,member
00:25:07,490,casual
00:25:07,548,member
00:25:08,482,casual
00:25:08,472,member
00:25:09,505,casual
00:25:09,454,member
00:25:10,510,casual
00:25:10,484,member
00:25:11,508,casual
00:25:11,456,member
00:25:12,526,casual
00:25:12,502,member
00:25:13,512,casual
00:25:13,452,member
00:25:14,516,casual
00:25:14,468,member
00:25:15,505,casual
00:25:15,461,member
00:25:16,489,casual
00:25:16,468,member
00:25:17,457,casual
00:25:17,527,member
00:25:18,500,casual
00:25:18,475,member
00:25:19,511,casual
00:25:19,499,member
00:25:20,475,casual
00:25:20,437,member
00:25:21,507,casual
00:25:21,486,member
00:25:22,530,casual
00:25:22,460,member
00:25:23,454,casual
00:25:23,517,member
00:25:24,488,casual
00:25:24,493,member
00:25:25,511,casual
00:25:25,503,member
00:25:26,520,casual
00:25:26,500,member
00:25:27,500,casual
00:25:27,480,member
00:25:28,491,casual
00:25:28,472,member
00:25:29,428,casual
00:25:29,477,member
00:25:30,478,casual
00:25:30,459,member
00:25:31,488,casual
00:25:31,477,member
00:25:32,467,casual
00:25:32,467,member
00:25:33,481,casual
00:25:33,490,member
00:25:34,503,casual
00:25:34,474,member
00:25:35,493,casual
00:25:35,469,member
00:25:36,485,casual
00:25:36,476,member
00:25:37,464,casual
00:25:37,463,member
00:25:38,499,casual
00:25:38,474,member
00:25:39,497,casual
00:25:39,461,member
00:25:40,482,casual
00:25:40,479,member
00:25:41,467,casual
00:25:41,445,member
00:25:42,471,casual
00:25:42,454,member
00:25:43,489,casual
00:25:43,446,member
00:25:44,457,casual
00:25:44,439,member
00:25:45,508,casual
00:25:45,468,member
00:25:46,479,casual
00:25:46,449,member
00:25:47,507,casual
00:25:47,430,member
00:25:48,448,casual
00:25:48,492,member
00:25:49,505,casual
00:25:49,482,member
00:25:50,487,casual
00:25:50,444,member
00:25:51,482,casual
00:25:51,450,member
00:25:52,470,casual
00:25:52,471,member
00:25:53,482,casual
00:25:53,444,member
00:25:54,474,casual
00:25:54,468,member
00:25:55,472,casual
00:25:55,448,member
00:25:56,460,casual
00:25:56,480,member
00:25:57,437,casual
00:25:57,418,member
00:25:58,504,casual
00:25:58,442,member
00:25:59,487,casual
00:25:59,455,member
00:26:00,475,casual
00:26:00,427,member
00:26:01,481,casual
00:26:01,452,member
00:26:02,459,casual
00:26:02,452,member
00:26:03,453,casual
00:26:03,420,member
00:26:04,487,casual
00:26:04,461,member
00:26:05,432,casual
00:26:05,425,member
00:26:06,452,casual
00:26:06,485,member
00:26:07,463,casual
00:26:07,438,member
00:26:08,458,casual
00:26:08,460,member
00:26:09,455,casual
00:26:09,430,member
00:26:10,482,casual
00:26:10,489,member
00:26:11,447,casual
00:26:11,424,member
00:26:12,473,casual
00:26:12,419,member
00:26:13,481,casual
00:26:13,418,member
00:26:14,414,casual
00:26:14,406,member
00:26:15,494,casual
00:26:15,489,member
00:26:16,478,casual
00:26:16,440,member
00:26:17,437,casual
00:26:17,442,member
00:26:18,440,casual
00:26:18,457,member
00:26:19,453,casual
00:26:19,445,member
00:26:20,482,casual
00:26:20,450,member
00:26:21,491,casual
00:26:21,451,member
00:26:22,412,casual
00:26:22,400,member
00:26:23,465,casual
00:26:23,427,member
00:26:24,480,casual
00:26:24,446,member
00:26:25,445,casual
00:26:25,418,member
00:26:26,457,casual
00:26:26,399,member
00:26:27,440,casual
00:26:27,444,member
00:26:28,440,casual
00:26:28,395,member
00:26:29,493,casual
00:26:29,419,member
00:26:30,448,casual
00:26:30,389,member
00:26:31,472,casual
00:26:31,422,member
00:26:32,453,casual
00:26:32,408,member
00:26:33,482,casual
00:26:33,470,member
00:26:34,432,casual
00:26:34,433,member
00:26:35,431,casual
00:26:35,491,member
00:26:36,445,casual
00:26:36,407,member
00:26:37,461,casual
00:26:37,408,member
00:26:38,440,casual
00:26:38,440,member
00:26:39,433,casual
00:26:39,409,member
00:26:40,420,casual
00:26:40,442,member
00:26:41,456,casual
00:26:41,411,member
00:26:42,425,casual
00:26:42,416,member
00:26:43,490,casual
00:26:43,421,member
00:26:44,454,casual
00:26:44,373,member
00:26:45,428,casual
00:26:45,378,member
00:26:46,412,casual
00:26:46,443,member
00:26:47,472,casual
00:26:47,402,member
00:26:48,459,casual
00:26:48,421,member
00:26:49,430,casual
00:26:49,405,member
00:26:50,430,casual
00:26:50,407,member
00:26:51,438,casual
00:26:51,413,member
00:26:52,429,casual
00:26:52,411,member
00:26:53,418,casual
00:26:53,424,member
00:26:54,456,casual
00:26:54,431,member
00:26:55,435,casual
00:26:55,415,member
00:26:56,408,casual
00:26:56,420,member
00:26:57,482,casual
00:26:57,412,member
00:26:58,433,casual
00:26:58,386,member
00:26:59,407,casual
00:26:59,385,member
00:27:00,471,casual
00:27:00,423,member
00:27:01,423,casual
00:27:01,420,member
00:27:02,398,casual
00:27:02,427,member
00:27:03,398,casual
00:27:03,410,member
00:27:04,483,casual
00:27:04,393,member
00:27:05,434,casual
00:27:05,406,member
00:27:06,457,casual
00:27:06,398,member
00:27:07,414,casual
00:27:07,413,member
00:27:08,439,casual
00:27:08,443,member
00:27:09,448,casual
00:27:09,369,member
00:27:10,426,casual
00:27:10,417,member
00:27:11,457,casual
00:27:11,397,member
00:27:12,416,casual
00:27:12,410,member
00:27:13,426,casual
00:27:13,399,member
00:27:14,403,casual
00:27:14,406,member
00:27:15,443,casual
00:27:15,366,member
00:27:16,462,casual
00:27:16,421,member
00:27:17,461,casual
00:27:17,419,member
00:27:18,448,casual
00:27:18,402,member
00:27:19,435,casual
00:27:19,388,member
00:27:20,424,casual
00:27:20,386,member
00:27:21,436,casual
00:27:21,407,member
00:27:22,406,casual
00:27:22,421,member
00:27:23,432,casual
00:27:23,432,member
00:27:24,405,casual
00:27:24,402,member
00:27:25,429,casual
00:27:25,388,member
00:27:26,435,casual
00:27:26,411,member
00:27:27,427,casual
00:27:27,390,member
00:27:28,409,casual
00:27:28,351,member
00:27:29,387,casual
00:27:29,374,member
00:27:30,431,casual
00:27:30,425,member
00:27:31,416,casual
00:27:31,381,member
00:27:32,421,casual
00:27:32,375,member
00:27:33,443,casual
00:27:33,427,member
00:27:34,416,casual
00:27:34,382,member
00:27:35,384,casual
00:27:35,352,member
00:27:36,431,casual
00:27:36,369,member
00:27:37,424,casual
00:27:37,396,member
00:27:38,399,casual
00:27:38,391,member
00:27:39,444,casual
00:27:39,380,member
00:27:40,414,casual
00:27:40,399,member
00:27:41,440,casual
00:27:41,368,member
00:27:42,413,casual
00:27:42,389,member
00:27:43,422,casual
00:27:43,367,member
00:27:44,395,casual
00:27:44,361,member
00:27:45,423,casual
00:27:45,375,member
00:27:46,425,casual
00:27:46,382,member
00:27:47,402,casual
00:27:47,363,member
00:27:48,386,casual
00:27:48,371,member
00:27:49,408,casual
00:27:49,392,member
00:27:50,418,casual
00:27:50,369,member
00:27:51,391,casual
00:27:51,375,member
00:27:52,437,casual
00:27:52,351,member
00:27:53,404,casual
00:27:53,374,member
00:27:54,399,casual
00:27:54,405,member
00:27:55,400,casual
00:27:55,382,member
00:27:56,398,casual
00:27:56,356,member
00:27:57,426,casual
00:27:57,384,member
00:27:58,413,casual
00:27:58,354,member
00:27:59,401,casual
00:27:59,355,member
00:28:00,386,casual
00:28:00,388,member
00:28:01,399,casual
00:28:01,365,member
00:28:02,426,casual
00:28:02,375,member
00:28:03,412,casual
00:28:03,339,member
00:28:04,424,casual
00:28:04,365,member
00:28:05,400,casual
00:28:05,378,member
00:28:06,426,casual
00:28:06,333,member
00:28:07,431,casual
00:28:07,385,member
00:28:08,396,casual
00:28:08,394,member
00:28:09,407,casual
00:28:09,374,member
00:28:10,397,casual
00:28:10,354,member
00:28:11,411,casual
00:28:11,410,member
00:28:12,375,casual
00:28:12,390,member
00:28:13,418,casual
00:28:13,367,member
00:28:14,360,casual
00:28:14,380,member
00:28:15,407,casual
00:28:15,366,member
00:28:16,415,casual
00:28:16,368,member
00:28:17,392,casual
00:28:17,345,member
00:28:18,424,casual
00:28:18,343,member
00:28:19,392,casual
00:28:19,366,member
00:28:20,408,casual
00:28:20,359,member
00:28:21,400,casual
00:28:21,389,member
00:28:22,387,casual
00:28:22,360,member
00:28:23,395,casual
00:28:23,341,member
00:28:24,383,casual
00:28:24,381,member
00:28:25,445,casual
00:28:25,362,member
00:28:26,419,casual
00:28:26,367,member
00:28:27,396,casual
00:28:27,364,member
00:28:28,407,casual
00:28:28,352,member
00:28:29,379,casual
00:28:29,335,member
00:28:30,438,casual
00:28:30,371,member
00:28:31,387,casual
00:28:31,364,member
00:28:32,375,casual
00:28:32,359,member
00:28:33,411,casual
00:28:33,325,member
00:28:34,364,casual
00:28:34,341,member
00:28:35,412,casual
00:28:35,321,member
00:28:36,395,casual
00:28:36,356,member
00:28:37,351,casual
00:28:37,337,member
00:28:38,374,casual
00:28:38,342,member
00:28:39,415,casual
00:28:39,338,member
00:28:40,396,casual
00:28:40,375,member
00:28:41,405,casual
00:28:41,316,member
00:28:42,401,casual
00:28:42,346,member
00:28:43,400,casual
00:28:43,334,member
00:28:44,400,casual
00:28:44,324,member
00:28:45,380,casual
00:28:45,318,member
00:28:46,424,casual
00:28:46,364,member
00:28:47,397,casual
00:28:47,364,member
00:28:48,388,casual
00:28:48,347,member
00:28:49,412,casual
00:28:49,365,member
00:28:50,392,casual
00:28:50,345,member
00:28:51,395,casual
00:28:51,357,member
00:28:52,431,casual
00:28:52,328,member
00:28:53,400,casual
00:28:53,323,member
00:28:54,395,casual
00:28:54,346,member
00:28:55,422,casual
00:28:55,333,member
00:28:56,377,casual
00:28:56,349,member
00:28:57,384,casual
00:28:57,325,member
00:28:58,351,casual
00:28:58,308,member
00:28:59,368,casual
00:28:59,333,member
00:29:00,381,casual
00:29:00,337,member
00:29:01,350,casual
00:29:01,353,member
00:29:02,351,casual
00:29:02,344,member
00:29:03,404,casual
00:29:03,354,member
00:29:04,380,casual
00:29:04,348,member
00:29:05,391,casual
00:29:05,345,member
00:29:06,384,casual
00:29:06,352,member
00:29:07,382,casual
00:29:07,309,member
00:29:08,389,casual
00:29:08,352,member
00:29:09,384,casual
00:29:09,330,member
00:29:10,388,casual
00:29:10,318,member
00:29:11,377,casual
00:29:11,308,member
00:29:12,376,casual
00:29:12,348,member
00:29:13,385,casual
00:29:13,318,member
00:29:14,365,casual
00:29:14,352,member
00:29:15,357,casual
00:29:15,348,member
00:29:16,371,casual
00:29:16,330,member
00:29:17,367,casual
00:29:17,318,member
00:29:18,344,casual
00:29:18,339,member
00:29:19,371,casual
00:29:19,339,member
00:29:20,397,casual
00:29:20,287,member
00:29:21,361,casual
00:29:21,313,member
00:29:22,348,casual
00:29:22,322,member
00:29:23,395,casual
00:29:23,334,member
00:29:24,355,casual
00:29:24,324,member
00:29:25,391,casual
00:29:25,313,member
00:29:26,369,casual
00:29:26,340,member
00:29:27,392,casual
00:29:27,326,member
00:29:28,374,casual
00:29:28,347,member
00:29:29,385,casual
00:29:29,311,member
00:29:30,355,casual
00:29:30,316,member
00:29:31,345,casual
00:29:31,332,member
00:29:32,386,casual
00:29:32,312,member
00:29:33,393,casual
00:29:33,312,member
00:29:34,413,casual
00:29:34,323,member
00:29:35,367,casual
00:29:35,311,member
00:29:36,365,casual
00:29:36,334,member
00:29:37,366,casual
00:29:37,349,member
00:29:38,329,casual
00:29:38,345,member
00:29:39,350,casual
00:29:39,318,member
00:29:40,393,casual
00:29:40,342,member
00:29:41,420,casual
00:29:41,330,member
00:29:42,343,casual
00:29:42,302,member
00:29:43,364,casual
00:29:43,322,member
00:29:44,338,casual
00:29:44,320,member
00:29:45,356,casual
00:29:45,280,member
00:29:46,362,casual
00:29:46,316,member
00:29:47,354,casual
00:29:47,316,member
00:29:48,374,casual
00:29:48,354,member
00:29:49,368,casual
00:29:49,339,member
00:29:50,378,casual
00:29:50,314,member
00:29:51,369,casual
00:29:51,319,member
00:29:52,353,casual
00:29:52,304,member
00:29:53,402,casual
00:29:53,338,member
00:29:54,356,casual
00:29:54,308,member
00:29:55,347,casual
00:29:55,296,member
00:29:56,382,casual
00:29:56,286,member
00:29:57,372,casual
00:29:57,317,member
00:29:58,345,casual
00:29:58,357,member
00:29:59,323,casual
00:29:59,299,member
00:30:00,393,casual
00:30:00,301,member
00:30:01,327,casual
00:30:01,308,member
00:30:02,317,casual
00:30:02,330,member
00:30:03,328,casual
00:30:03,294,member
00:30:04,344,casual
00:30:04,309,member
00:30:05,388,casual
00:30:05,291,member
00:30:06,357,casual
00:30:06,308,member
00:30:07,368,casual
00:30:07,318,member
00:30:08,336,casual
00:30:08,277,member
00:30:09,367,casual
00:30:09,319,member
00:30:10,333,casual
00:30:10,312,member
00:30:11,336,casual
00:30:11,284,member
00:30:12,373,casual
00:30:12,310,member
00:30:13,361,casual
00:30:13,295,member
00:30:14,360,casual
00:30:14,311,member
00:30:15,352,casual
00:30:15,323,member
00:30:16,336,casual
00:30:16,316,member
00:30:17,321,casual
00:30:17,350,member
00:30:18,343,casual
00:30:18,294,member
00:30:19,333,casual
00:30:19,310,member
00:30:20,325,casual
00:30:20,274,member
00:30:21,338,casual
00:30:21,298,member
00:30:22,322,casual
00:30:22,287,member
00:30:23,350,casual
00:30:23,339,member
00:30:24,332,casual
00:30:24,277,member
00:30:25,344,casual
00:30:25,272,member
00:30:26,325,casual
00:30:26,302,member
00:30:27,347,casual
00:30:27,299,member
00:30:28,336,casual
00:30:28,310,member
00:30:29,300,casual
00:30:29,315,member
00:30:30,361,casual
00:30:30,344,member
00:30:31,326,casual
00:30:31,325,member
00:30:32,304,casual
00:30:32,273,member
00:30:33,342,casual
00:30:33,269,member
00:30:34,379,casual
00:30:34,279,member
00:30:35,357,casual
00:30:35,270,member
00:30:36,337,casual
00:30:36,307,member
00:30:37,312,casual
00:30:37,284,member
00:30:38,337,casual
00:30:38,276,member
00:30:39,354,casual
00:30:39,302,member
00:30:40,351,casual
00:30:40,270,member
00:30:41,345,casual
00:30:41,295,member
00:30:42,349,casual
00:30:42,294,member
00:30:43,343,casual
00:30:43,266,member
00:30:44,317,casual
00:30:44,322,member
00:30:45,299,casual
00:30:45,304,member
00:30:46,324,casual
00:30:46,276,member
00:30:47,324,casual
00:30:47,283,member
00:30:48,328,casual
00:30:48,286,member
00:30:49,313,casual
00:30:49,296,member
00:30:50,332,casual
00:30:50,282,member
00:30:51,332,casual
00:30:51,287,member
00:30:52,343,casual
00:30:52,293,member
00:30:53,312,casual
00:30:53,327,member
00:30:54,352,casual
00:30:54,285,member
00:30:55,340,casual
00:30:55,284,member
00:30:56,344,casual
00:30:56,254,member
00:30:57,323,casual
00:30:57,267,member
00:30:58,306,casual
00:30:58,294,member
00:30:59,305,casual
00:30:59,300,member
00:31:00,319,casual
00:31:00,258,member
00:31:01,316,casual
00:31:01,266,member
00:31:02,334,casual
00:31:02,267,member
00:31:03,319,casual
00:31:03,256,member
00:31:04,346,casual
00:31:04,279,member
00:31:05,291,casual
00:31:05,286,member
00:31:06,296,casual
00:31:06,305,member
00:31:07,328,casual
00:31:07,266,member
00:31:08,344,casual
00:31:08,269,member
00:31:09,312,casual
00:31:09,299,member
00:31:10,335,casual
00:31:10,264,member
00:31:11,312,casual
00:31:11,306,member
00:31:12,315,casual
00:31:12,284,member
00:31:13,324,casual
00:31:13,310,member
