ride_length,Conteo_ridelength,member_casual
01:52:47,2,member
01:52:48,20,casual
01:52:48,1,member
01:52:49,12,casual
01:52:49,1,member
01:52:50,15,casual
01:52:50,1,member
01:52:51,13,casual
01:52:52,9,casual
01:52:52,1,member
01:52:53,15,casual
01:52:53,2,member
01:52:54,7,casual
01:52:54,3,member
01:52:55,10,casual
01:52:55,2,member
01:52:56,8,casual
01:52:56,1,member
01:52:57,12,casual
01:52:58,14,casual
01:52:58,4,member
01:52:59,14,casual
01:52:59,1,member
01:53:00,14,casual
01:53:00,2,member
01:53:01,13,casual
01:53:01,2,member
01:53:02,11,casual
01:53:02,2,member
01:53:03,13,casual
01:53:04,14,casual
01:53:04,2,member
01:53:05,17,casual
01:53:05,2,member
01:53:06,15,casual
01:53:06,1,member
01:53:07,11,casual
01:53:07,4,member
01:53:08,15,casual
01:53:08,1,member
01:53:09,12,casual
01:53:09,2,member
01:53:10,13,casual
01:53:10,1,member
01:53:11,10,casual
01:53:12,17,casual
01:53:12,1,member
01:53:13,13,casual
01:53:13,1,member
01:53:14,12,casual
01:53:14,2,member
01:53:15,19,casual
01:53:15,1,member
01:53:16,12,casual
01:53:16,2,member
01:53:17,20,casual
01:53:18,14,casual
01:53:18,2,member
01:53:19,14,casual
01:53:19,2,member
01:53:20,15,casual
01:53:20,3,member
01:53:21,11,casual
01:53:21,1,member
01:53:22,5,casual
01:53:22,1,member
01:53:23,11,casual
01:53:23,1,member
01:53:24,15,casual
01:53:24,1,member
01:53:25,9,casual
01:53:25,2,member
01:53:26,12,casual
01:53:26,1,member
01:53:27,14,casual
01:53:27,1,member
01:53:28,14,casual
01:53:28,2,member
01:53:29,17,casual
01:53:29,2,member
01:53:30,18,casual
01:53:30,1,member
01:53:31,15,casual
01:53:31,6,member
01:53:32,11,casual
01:53:32,1,member
01:53:33,11,casual
01:53:34,8,casual
01:53:34,1,member
01:53:35,14,casual
01:53:36,6,casual
01:53:37,17,casual
01:53:37,3,member
01:53:38,16,casual
01:53:38,1,member
01:53:39,13,casual
01:53:39,1,member
01:53:40,11,casual
01:53:41,20,casual
01:53:41,2,member
01:53:42,18,casual
01:53:43,19,casual
01:53:43,2,member
01:53:44,8,casual
01:53:44,1,member
01:53:45,23,casual
01:53:45,1,member
01:53:46,15,casual
01:53:46,4,member
01:53:47,10,casual
01:53:48,11,casual
01:53:48,1,member
01:53:49,6,casual
01:53:50,6,casual
01:53:50,2,member
01:53:51,11,casual
01:53:52,10,casual
01:53:52,2,member
01:53:53,15,casual
01:53:54,12,casual
01:53:54,2,member
01:53:55,8,casual
01:53:55,2,member
01:53:56,8,casual
01:53:56,1,member
01:53:57,9,casual
01:53:57,2,member
01:53:58,10,casual
01:53:58,3,member
01:53:59,13,casual
01:54:00,13,casual
01:54:00,2,member
01:54:01,12,casual
01:54:01,2,member
01:54:02,12,casual
01:54:02,5,member
01:54:03,10,casual
01:54:03,2,member
01:54:04,17,casual
01:54:04,1,member
01:54:05,11,casual
01:54:06,6,casual
01:54:06,2,member
01:54:07,11,casual
01:54:08,13,casual
01:54:08,1,member
01:54:09,7,casual
01:54:09,1,member
01:54:10,15,casual
01:54:10,1,member
01:54:11,12,casual
01:54:12,19,casual
01:54:13,11,casual
01:54:14,13,casual
01:54:14,2,member
01:54:15,15,casual
01:54:15,3,member
01:54:16,11,casual
01:54:16,1,member
01:54:17,11,casual
01:54:17,1,member
01:54:18,8,casual
01:54:18,1,member
01:54:19,11,casual
01:54:19,1,member
01:54:20,13,casual
01:54:20,1,member
01:54:21,14,casual
01:54:21,2,member
01:54:22,15,casual
01:54:22,2,member
01:54:23,9,casual
01:54:24,11,casual
01:54:25,15,casual
01:54:25,4,member
01:54:26,12,casual
01:54:26,2,member
01:54:27,15,casual
01:54:27,1,member
01:54:28,16,casual
01:54:29,6,casual
01:54:30,9,casual
01:54:31,12,casual
01:54:32,14,casual
01:54:33,14,casual
01:54:34,18,casual
01:54:34,3,member
01:54:35,16,casual
01:54:36,13,casual
01:54:36,1,member
01:54:37,18,casual
01:54:37,3,member
01:54:38,7,casual
01:54:39,9,casual
01:54:39,3,member
01:54:40,21,casual
01:54:40,3,member
01:54:41,13,casual
01:54:41,2,member
01:54:42,9,casual
01:54:42,4,member
01:54:43,20,casual
01:54:43,2,member
01:54:44,11,casual
01:54:44,2,member
01:54:45,17,casual
01:54:45,2,member
01:54:46,9,casual
01:54:46,3,member
01:54:47,15,casual
01:54:48,14,casual
01:54:48,1,member
01:54:49,14,casual
01:54:49,1,member
01:54:50,11,casual
01:54:50,1,member
01:54:51,10,casual
01:54:51,3,member
01:54:52,12,casual
01:54:52,2,member
01:54:53,9,casual
01:54:54,9,casual
01:54:55,9,casual
01:54:55,1,member
01:54:56,15,casual
01:54:56,2,member
01:54:57,9,casual
01:54:58,19,casual
01:54:58,3,member
01:54:59,11,casual
01:54:59,2,member
01:55:00,9,casual
01:55:01,17,casual
01:55:01,3,member
01:55:02,15,casual
01:55:02,1,member
01:55:03,17,casual
01:55:03,4,member
01:55:04,13,casual
01:55:04,1,member
01:55:05,13,casual
01:55:05,2,member
01:55:06,10,casual
01:55:06,1,member
01:55:07,8,casual
01:55:07,1,member
01:55:08,10,casual
01:55:09,14,casual
01:55:09,1,member
01:55:10,10,casual
01:55:10,1,member
01:55:11,9,casual
01:55:11,2,member
01:55:12,14,casual
01:55:12,3,member
01:55:13,20,casual
01:55:14,11,casual
01:55:14,2,member
01:55:15,9,casual
01:55:16,13,casual
01:55:16,2,member
01:55:17,12,casual
01:55:17,1,member
01:55:18,15,casual
01:55:18,1,member
01:55:19,13,casual
01:55:19,2,member
01:55:20,22,casual
01:55:20,1,member
01:55:21,10,casual
01:55:21,4,member
01:55:22,14,casual
01:55:23,10,casual
01:55:23,1,member
01:55:24,10,casual
01:55:24,1,member
01:55:25,20,casual
01:55:26,15,casual
01:55:26,2,member
01:55:27,18,casual
01:55:27,2,member
01:55:28,11,casual
01:55:29,15,casual
01:55:29,3,member
01:55:30,17,casual
01:55:30,2,member
01:55:31,17,casual
01:55:32,12,casual
01:55:32,3,member
01:55:33,15,casual
01:55:33,1,member
01:55:34,15,casual
01:55:34,1,member
01:55:35,6,casual
01:55:35,1,member
01:55:36,9,casual
01:55:36,2,member
01:55:37,15,casual
01:55:38,14,casual
01:55:38,2,member
01:55:39,21,casual
01:55:39,1,member
01:55:40,11,casual
01:55:40,2,member
01:55:41,10,casual
01:55:41,3,member
01:55:42,10,casual
01:55:42,1,member
01:55:43,8,casual
01:55:43,2,member
01:55:44,11,casual
01:55:44,1,member
01:55:45,14,casual
01:55:45,2,member
01:55:46,14,casual
01:55:46,1,member
01:55:47,12,casual
01:55:47,1,member
01:55:48,9,casual
01:55:48,1,member
01:55:49,11,casual
01:55:49,1,member
01:55:50,13,casual
01:55:51,15,casual
01:55:51,2,member
01:55:52,10,casual
01:55:52,2,member
01:55:53,11,casual
01:55:53,2,member
01:55:54,11,casual
01:55:55,13,casual
01:55:56,11,casual
01:55:56,2,member
01:55:57,15,casual
01:55:57,1,member
01:55:58,16,casual
01:55:59,10,casual
01:55:59,2,member
01:56:00,9,casual
01:56:00,2,member
01:56:01,12,casual
01:56:01,1,member
01:56:02,11,casual
01:56:02,1,member
01:56:03,18,casual
01:56:03,1,member
01:56:04,15,casual
01:56:04,1,member
01:56:05,16,casual
01:56:05,2,member
01:56:06,12,casual
01:56:06,1,member
01:56:07,13,casual
01:56:07,3,member
01:56:08,7,casual
01:56:08,1,member
01:56:09,13,casual
01:56:09,3,member
01:56:10,12,casual
01:56:10,1,member
01:56:11,9,casual
01:56:11,2,member
01:56:12,12,casual
01:56:12,1,member
01:56:13,13,casual
01:56:14,8,casual
01:56:14,4,member
01:56:15,7,casual
01:56:15,1,member
01:56:16,12,casual
01:56:16,1,member
01:56:17,14,casual
01:56:17,2,member
01:56:18,8,casual
01:56:18,1,member
01:56:19,14,casual
01:56:19,2,member
01:56:20,7,casual
01:56:21,16,casual
01:56:22,14,casual
01:56:22,3,member
01:56:23,15,casual
01:56:24,15,casual
01:56:25,18,casual
01:56:25,3,member
01:56:26,7,casual
01:56:26,1,member
01:56:27,6,casual
01:56:27,1,member
01:56:28,8,casual
01:56:29,11,casual
01:56:29,2,member
01:56:30,8,casual
01:56:30,1,member
01:56:31,14,casual
01:56:31,2,member
01:56:32,12,casual
01:56:32,1,member
01:56:33,17,casual
01:56:33,1,member
01:56:34,7,casual
01:56:34,2,member
01:56:35,18,casual
01:56:35,1,member
01:56:36,11,casual
01:56:37,13,casual
01:56:37,1,member
01:56:38,11,casual
01:56:39,10,casual
01:56:39,1,member
01:56:40,14,casual
01:56:40,2,member
01:56:41,10,casual
01:56:41,1,member
01:56:42,19,casual
01:56:42,1,member
01:56:43,16,casual
01:56:43,1,member
01:56:44,12,casual
01:56:44,2,member
01:56:45,13,casual
01:56:46,13,casual
01:56:46,1,member
01:56:47,14,casual
01:56:47,3,member
01:56:48,12,casual
01:56:48,3,member
01:56:49,9,casual
01:56:49,4,member
01:56:50,16,casual
01:56:50,1,member
01:56:51,15,casual
01:56:51,1,member
01:56:52,12,casual
01:56:52,2,member
01:56:53,13,casual
01:56:53,3,member
01:56:54,11,casual
01:56:55,13,casual
01:56:55,2,member
01:56:56,8,casual
01:56:56,3,member
01:56:57,15,casual
01:56:58,12,casual
01:56:58,1,member
01:56:59,12,casual
01:57:00,15,casual
01:57:00,1,member
01:57:01,9,casual
01:57:01,1,member
01:57:02,14,casual
01:57:02,1,member
01:57:03,18,casual
01:57:03,2,member
01:57:04,12,casual
01:57:05,14,casual
01:57:06,16,casual
01:57:06,2,member
01:57:07,13,casual
01:57:08,11,casual
01:57:08,2,member
01:57:09,12,casual
01:57:09,2,member
01:57:10,10,casual
01:57:10,1,member
01:57:11,16,casual
01:57:11,2,member
01:57:12,9,casual
01:57:12,1,member
01:57:13,10,casual
01:57:14,14,casual
01:57:14,2,member
01:57:15,8,casual
01:57:15,1,member
01:57:16,10,casual
01:57:16,1,member
01:57:17,8,casual
01:57:17,1,member
01:57:18,14,casual
01:57:18,1,member
01:57:19,12,casual
01:57:19,3,member
01:57:20,15,casual
01:57:21,15,casual
01:57:21,1,member
01:57:22,14,casual
01:57:22,1,member
01:57:23,18,casual
01:57:23,2,member
01:57:24,12,casual
01:57:24,2,member
01:57:25,16,casual
01:57:25,1,member
01:57:26,9,casual
01:57:26,1,member
01:57:27,10,casual
01:57:27,1,member
01:57:28,10,casual
01:57:28,1,member
01:57:29,7,casual
01:57:30,10,casual
01:57:30,3,member
01:57:31,5,casual
01:57:31,1,member
01:57:32,14,casual
01:57:32,2,member
01:57:33,7,casual
01:57:33,2,member
01:57:34,13,casual
01:57:34,2,member
01:57:35,11,casual
01:57:35,2,member
01:57:36,7,casual
01:57:36,4,member
01:57:37,6,casual
01:57:37,2,member
01:57:38,12,casual
01:57:38,2,member
01:57:39,15,casual
01:57:39,3,member
01:57:40,12,casual
01:57:40,1,member
01:57:41,14,casual
01:57:41,4,member
01:57:42,6,casual
01:57:42,2,member
01:57:43,13,casual
01:57:44,9,casual
01:57:44,3,member
01:57:45,16,casual
01:57:45,2,member
01:57:46,12,casual
01:57:46,2,member
01:57:47,11,casual
01:57:48,12,casual
01:57:49,13,casual
01:57:49,1,member
01:57:50,8,casual
01:57:50,1,member
01:57:51,11,casual
01:57:51,1,member
01:57:52,9,casual
01:57:52,1,member
01:57:53,13,casual
01:57:54,12,casual
01:57:54,1,member
01:57:55,8,casual
01:57:56,9,casual
01:57:56,1,member
01:57:57,22,casual
01:57:57,2,member
01:57:58,16,casual
01:57:58,1,member
01:57:59,22,casual
01:57:59,1,member
01:58:00,14,casual
01:58:00,2,member
01:58:01,11,casual
01:58:01,1,member
01:58:02,8,casual
01:58:02,3,member
01:58:03,10,casual
01:58:04,8,casual
01:58:05,14,casual
01:58:05,1,member
01:58:06,13,casual
01:58:06,1,member
01:58:07,9,casual
01:58:08,19,casual
01:58:09,12,casual
01:58:10,9,casual
01:58:10,2,member
01:58:11,10,casual
01:58:12,13,casual
01:58:12,1,member
01:58:13,10,casual
01:58:13,1,member
01:58:14,14,casual
01:58:14,1,member
01:58:15,11,casual
01:58:15,1,member
01:58:16,10,casual
01:58:16,1,member
01:58:17,11,casual
01:58:17,1,member
01:58:18,13,casual
01:58:18,1,member
01:58:19,8,casual
01:58:19,3,member
01:58:20,14,casual
01:58:21,11,casual
01:58:21,2,member
01:58:22,13,casual
01:58:22,2,member
01:58:23,8,casual
01:58:23,1,member
01:58:24,9,casual
01:58:25,15,casual
01:58:25,1,member
01:58:26,8,casual
01:58:26,2,member
01:58:27,10,casual
01:58:28,7,casual
01:58:28,3,member
01:58:29,12,casual
01:58:30,12,casual
01:58:30,2,member
01:58:31,6,casual
01:58:31,1,member
01:58:32,12,casual
01:58:32,1,member
01:58:33,16,casual
01:58:34,7,casual
01:58:35,9,casual
01:58:35,1,member
01:58:36,14,casual
01:58:37,10,casual
01:58:37,1,member
01:58:38,14,casual
01:58:39,5,casual
01:58:39,1,member
01:58:40,16,casual
01:58:40,1,member
01:58:41,8,casual
01:58:42,10,casual
01:58:43,10,casual
01:58:43,1,member
01:58:44,10,casual
01:58:45,13,casual
01:58:46,11,casual
01:58:46,2,member
01:58:47,14,casual
01:58:48,14,casual
01:58:48,3,member
01:58:49,8,casual
01:58:49,2,member
01:58:50,13,casual
01:58:50,1,member
01:58:51,8,casual
01:58:51,1,member
01:58:52,13,casual
01:58:53,11,casual
01:58:53,2,member
01:58:54,20,casual
01:58:55,7,casual
01:58:55,1,member
01:58:56,8,casual
01:58:56,3,member
01:58:57,8,casual
01:58:57,1,member
01:58:58,8,casual
01:58:59,4,casual
01:58:59,1,member
01:59:00,20,casual
01:59:01,17,casual
01:59:01,3,member
01:59:02,12,casual
01:59:02,2,member
01:59:03,17,casual
01:59:04,9,casual
01:59:04,2,member
01:59:05,9,casual
01:59:05,3,member
01:59:06,10,casual
01:59:06,2,member
01:59:07,13,casual
01:59:08,14,casual
01:59:08,1,member
01:59:09,18,casual
01:59:09,1,member
01:59:10,12,casual
01:59:10,2,member
01:59:11,9,casual
01:59:11,1,member
01:59:12,7,casual
01:59:12,1,member
01:59:13,15,casual
01:59:13,2,member
01:59:14,12,casual
01:59:15,9,casual
01:59:16,14,casual
01:59:16,3,member
01:59:17,12,casual
01:59:17,3,member
01:59:18,11,casual
01:59:19,12,casual
01:59:19,1,member
01:59:20,9,casual
01:59:21,8,casual
01:59:21,2,member
01:59:22,6,casual
01:59:23,11,casual
01:59:24,12,casual
01:59:25,12,casual
01:59:26,12,casual
01:59:27,14,casual
01:59:27,1,member
01:59:28,9,casual
01:59:29,7,casual
01:59:30,8,casual
01:59:30,2,member
01:59:31,10,casual
01:59:32,14,casual
01:59:32,1,member
01:59:33,15,casual
01:59:33,2,member
01:59:34,9,casual
01:59:34,2,member
01:59:35,13,casual
01:59:35,3,member
01:59:36,8,casual
01:59:36,2,member
01:59:37,16,casual
01:59:37,1,member
01:59:38,9,casual
01:59:38,1,member
01:59:39,11,casual
01:59:39,1,member
01:59:40,9,casual
01:59:41,8,casual
01:59:41,2,member
01:59:42,14,casual
01:59:42,5,member
01:59:43,8,casual
01:59:44,17,casual
01:59:44,1,member
01:59:45,14,casual
01:59:45,2,member
01:59:46,10,casual
01:59:47,7,casual
01:59:48,12,casual
01:59:48,3,member
01:59:49,12,casual
01:59:49,1,member
01:59:50,9,casual
01:59:50,3,member
01:59:51,12,casual
01:59:51,1,member
01:59:52,7,casual
01:59:52,2,member
01:59:53,9,casual
01:59:54,13,casual
01:59:54,2,member
01:59:55,7,casual
01:59:55,2,member
01:59:56,16,casual
01:59:56,2,member
01:59:57,10,casual
01:59:57,1,member
01:59:58,13,casual
01:59:58,2,member
01:59:59,8,casual
01:59:59,1,member
02:00:00,10,casual
02:00:00,2,member
02:00:01,11,casual
02:00:01,1,member
02:00:02,12,casual
02:00:02,1,member
02:00:03,9,casual
02:00:03,1,member
02:00:04,6,casual
02:00:04,2,member
02:00:05,11,casual
02:00:05,2,member
02:00:06,13,casual
02:00:06,2,member
02:00:07,15,casual
02:00:07,3,member
02:00:08,9,casual
02:00:09,11,casual
02:00:09,1,member
02:00:10,8,casual
02:00:11,7,casual
02:00:11,2,member
02:00:12,10,casual
02:00:12,2,member
02:00:13,17,casual
02:00:13,1,member
02:00:14,10,casual
02:00:14,2,member
02:00:15,6,casual
02:00:15,1,member
02:00:16,6,casual
02:00:16,1,member
02:00:17,11,casual
02:00:17,1,member
02:00:18,8,casual
02:00:18,1,member
02:00:19,13,casual
02:00:20,14,casual
02:00:20,1,member
02:00:21,11,casual
02:00:21,1,member
02:00:22,9,casual
02:00:22,3,member
02:00:23,9,casual
02:00:23,2,member
02:00:24,12,casual
02:00:24,3,member
02:00:25,11,casual
02:00:26,7,casual
02:00:26,3,member
02:00:27,11,casual
02:00:27,1,member
02:00:28,7,casual
02:00:29,5,casual
02:00:30,12,casual
02:00:30,2,member
02:00:31,5,casual
02:00:32,7,casual
02:00:32,4,member
02:00:33,10,casual
02:00:33,1,member
02:00:34,12,casual
02:00:34,1,member
02:00:35,8,casual
02:00:35,1,member
02:00:36,8,casual
02:00:36,3,member
02:00:37,11,casual
02:00:37,2,member
02:00:38,13,casual
02:00:38,1,member
02:00:39,10,casual
02:00:40,9,casual
02:00:41,10,casual
02:00:41,1,member
02:00:42,5,casual
02:00:43,11,casual
02:00:43,1,member
02:00:44,12,casual
02:00:44,4,member
02:00:45,10,casual
02:00:45,3,member
02:00:46,12,casual
02:00:46,1,member
02:00:47,12,casual
02:00:47,2,member
02:00:48,10,casual
02:00:48,1,member
02:00:49,5,casual
02:00:49,2,member
02:00:50,15,casual
02:00:50,2,member
02:00:51,12,casual
02:00:52,12,casual
02:00:52,2,member
02:00:53,16,casual
02:00:54,8,casual
02:00:54,1,member
02:00:55,7,casual
02:00:55,2,member
02:00:56,10,casual
02:00:57,11,casual
02:00:58,11,casual
02:00:59,11,casual
02:00:59,2,member
02:01:00,13,casual
02:01:01,4,casual
02:01:01,3,member
02:01:02,16,casual
02:01:02,1,member
02:01:03,13,casual
02:01:04,12,casual
02:01:05,13,casual
02:01:05,1,member
02:01:06,12,casual
02:01:07,11,casual
02:01:07,2,member
02:01:08,14,casual
02:01:08,3,member
02:01:09,11,casual
02:01:09,2,member
02:01:10,10,casual
02:01:11,9,casual
02:01:11,1,member
02:01:12,7,casual
02:01:13,14,casual
02:01:13,2,member
02:01:14,16,casual
02:01:14,1,member
02:01:15,10,casual
02:01:15,4,member
02:01:16,14,casual
02:01:16,1,member
02:01:17,9,casual
02:01:17,2,member
02:01:18,9,casual
02:01:18,1,member
02:01:19,5,casual
02:01:20,11,casual
02:01:21,11,casual
02:01:22,12,casual
02:01:22,2,member
02:01:23,9,casual
02:01:23,3,member
02:01:24,9,casual
02:01:25,11,casual
02:01:26,7,casual
02:01:27,13,casual
02:01:27,2,member
02:01:28,15,casual
02:01:28,1,member
02:01:29,14,casual
02:01:30,7,casual
02:01:31,7,casual
02:01:31,1,member
02:01:32,11,casual
02:01:32,2,member
02:01:33,6,casual
02:01:33,1,member
02:01:34,7,casual
02:01:34,1,member
02:01:35,14,casual
02:01:36,17,casual
02:01:36,4,member
02:01:37,14,casual
02:01:38,16,casual
02:01:38,1,member
02:01:39,6,casual
02:01:39,1,member
02:01:40,12,casual
02:01:40,1,member
02:01:41,9,casual
02:01:42,9,casual
02:01:42,1,member
02:01:43,11,casual
02:01:43,1,member
02:01:44,6,casual
02:01:44,1,member
02:01:45,6,casual
02:01:45,1,member
02:01:46,8,casual
02:01:46,1,member
02:01:47,12,casual
02:01:47,2,member
02:01:48,9,casual
02:01:48,2,member
02:01:49,16,casual
02:01:49,1,member
02:01:50,11,casual
02:01:50,1,member
02:01:51,10,casual
02:01:51,1,member
02:01:52,14,casual
02:01:53,6,casual
02:01:53,1,member
02:01:54,7,casual
02:01:54,1,member
02:01:55,8,casual
02:01:55,1,member
02:01:56,15,casual
02:01:57,8,casual
02:01:57,1,member
02:01:58,12,casual
02:01:59,8,casual
02:01:59,1,member
02:02:00,10,casual
02:02:01,6,casual
02:02:02,7,casual
02:02:02,1,member
02:02:03,7,casual
02:02:03,1,member
02:02:04,9,casual
02:02:05,15,casual
02:02:05,2,member
02:02:06,8,casual
02:02:07,6,casual
02:02:08,12,casual
02:02:09,10,casual
02:02:10,14,casual
02:02:11,10,casual
02:02:12,9,casual
02:02:13,10,casual
02:02:14,12,casual
02:02:14,1,member
02:02:15,11,casual
02:02:15,1,member
02:02:16,8,casual
02:02:16,3,member
02:02:17,10,casual
02:02:17,1,member
02:02:18,11,casual
02:02:18,1,member
02:02:19,13,casual
02:02:20,17,casual
02:02:20,1,member
02:02:21,14,casual
02:02:21,1,member
02:02:22,9,casual
02:02:23,8,casual
02:02:24,12,casual
02:02:24,2,member
02:02:25,11,casual
02:02:26,18,casual
02:02:26,1,member
02:02:27,9,casual
02:02:27,3,member
02:02:28,11,casual
02:02:28,2,member
02:02:29,10,casual
02:02:29,1,member
02:02:30,16,casual
02:02:30,2,member
02:02:31,11,casual
02:02:31,2,member
02:02:32,12,casual
02:02:33,12,casual
02:02:34,12,casual
02:02:35,15,casual
02:02:36,6,casual
02:02:37,10,casual
02:02:38,12,casual
02:02:39,13,casual
02:02:39,1,member
02:02:40,11,casual
02:02:40,1,member
02:02:41,8,casual
02:02:42,10,casual
02:02:42,1,member
02:02:43,9,casual
02:02:43,2,member
02:02:44,7,casual
02:02:45,14,casual
02:02:45,1,member
02:02:46,8,casual
02:02:46,1,member
02:02:47,5,casual
02:02:48,9,casual
02:02:48,1,member
02:02:49,5,casual
02:02:49,3,member
02:02:50,11,casual
02:02:50,1,member
02:02:51,8,casual
02:02:51,1,member
02:02:52,9,casual
02:02:53,15,casual
02:02:54,8,casual
02:02:54,2,member
02:02:55,9,casual
02:02:55,2,member
02:02:56,10,casual
02:02:56,3,member
02:02:57,6,casual
02:02:58,10,casual
02:02:58,2,member
02:02:59,8,casual
02:02:59,2,member
02:03:00,8,casual
02:03:01,9,casual
02:03:01,3,member
02:03:02,16,casual
02:03:03,9,casual
02:03:04,9,casual
02:03:04,2,member
02:03:05,12,casual
02:03:05,2,member
02:03:06,9,casual
02:03:07,12,casual
02:03:07,2,member
02:03:08,18,casual
02:03:08,1,member
02:03:09,8,casual
02:03:09,2,member
02:03:10,10,casual
02:03:10,3,member
02:03:11,15,casual
02:03:12,13,casual
02:03:13,10,casual
02:03:13,1,member
02:03:14,12,casual
02:03:14,1,member
02:03:15,9,casual
02:03:15,1,member
02:03:16,13,casual
02:03:16,2,member
02:03:17,6,casual
02:03:17,1,member
02:03:18,10,casual
02:03:19,11,casual
02:03:19,2,member
02:03:20,11,casual
02:03:20,1,member
02:03:21,16,casual
02:03:22,16,casual
02:03:22,1,member
02:03:23,15,casual
02:03:24,11,casual
02:03:25,13,casual
02:03:26,20,casual
02:03:26,1,member
02:03:27,13,casual
02:03:27,2,member
02:03:28,8,casual
02:03:28,1,member
02:03:29,13,casual
02:03:29,1,member
02:03:30,11,casual
02:03:30,1,member
02:03:31,8,casual
02:03:32,4,casual
02:03:33,13,casual
02:03:33,2,member
02:03:34,10,casual
02:03:34,1,member
02:03:35,9,casual
02:03:35,1,member
02:03:36,9,casual
02:03:36,2,member
02:03:37,15,casual
02:03:38,10,casual
02:03:38,1,member
02:03:39,11,casual
02:03:40,12,casual
02:03:40,1,member
02:03:41,9,casual
02:03:41,1,member
02:03:42,12,casual
02:03:43,13,casual
02:03:43,1,member
02:03:44,6,casual
02:03:45,12,casual
02:03:45,1,member
02:03:46,7,casual
02:03:47,9,casual
02:03:47,1,member
02:03:48,7,casual
02:03:48,1,member
02:03:49,12,casual
02:03:49,2,member
02:03:50,10,casual
02:03:50,1,member
02:03:51,16,casual
02:03:51,1,member
02:03:52,7,casual
02:03:52,3,member
02:03:53,7,casual
02:03:53,3,member
02:03:54,5,casual
02:03:54,1,member
02:03:55,8,casual
02:03:55,1,member
02:03:56,10,casual
02:03:56,1,member
02:03:57,12,casual
02:03:58,9,casual
02:03:59,10,casual
02:03:59,1,member
02:04:00,10,casual
02:04:00,3,member
02:04:01,12,casual
02:04:02,18,casual
02:04:02,2,member
02:04:03,7,casual
02:04:04,10,casual
02:04:05,9,casual
02:04:06,11,casual
02:04:06,1,member
02:04:07,11,casual
02:04:07,1,member
02:04:08,9,casual
02:04:08,1,member
02:04:09,11,casual
02:04:09,3,member
02:04:10,9,casual
02:04:10,2,member
02:04:11,6,casual
02:04:12,11,casual
02:04:12,1,member
02:04:13,9,casual
02:04:13,1,member
02:04:14,9,casual
02:04:14,1,member
02:04:15,8,casual
02:04:15,1,member
02:04:16,8,casual
02:04:17,13,casual
02:04:18,17,casual
02:04:19,13,casual
02:04:19,1,member
02:04:20,5,casual
02:04:20,2,member
02:04:21,13,casual
02:04:21,1,member
02:04:22,8,casual
02:04:23,7,casual
02:04:23,1,member
02:04:24,11,casual
02:04:24,2,member
02:04:25,9,casual
02:04:26,5,casual
02:04:26,3,member
02:04:27,5,casual
02:04:27,2,member
02:04:28,9,casual
02:04:29,7,casual
02:04:29,1,member
02:04:30,5,casual
02:04:31,14,casual
02:04:32,9,casual
02:04:32,1,member
02:04:33,8,casual
02:04:33,1,member
02:04:34,12,casual
02:04:35,9,casual
02:04:36,9,casual
02:04:37,7,casual
02:04:38,9,casual
02:04:39,13,casual
02:04:40,14,casual
02:04:40,2,member
02:04:41,5,casual
02:04:41,2,member
02:04:42,8,casual
02:04:42,4,member
02:04:43,10,casual
02:04:44,7,casual
02:04:44,1,member
02:04:45,9,casual
02:04:46,6,casual
02:04:47,7,casual
02:04:47,1,member
02:04:48,13,casual
02:04:49,8,casual
02:04:49,2,member
02:04:50,18,casual
02:04:51,7,casual
02:04:51,1,member
02:04:52,10,casual
02:04:53,8,casual
02:04:54,14,casual
02:04:54,1,member
02:04:55,11,casual
02:04:55,1,member
02:04:56,8,casual
02:04:57,14,casual
02:04:57,1,member
02:04:58,11,casual
02:04:58,1,member
02:04:59,8,casual
02:04:59,1,member
02:05:00,12,casual
02:05:01,8,casual
02:05:01,1,member
02:05:02,7,casual
02:05:02,2,member
02:05:03,8,casual
02:05:03,2,member
02:05:04,8,casual
02:05:04,1,member
02:05:05,4,casual
02:05:05,1,member
02:05:06,11,casual
02:05:06,1,member
02:05:07,11,casual
02:05:07,3,member
02:05:08,8,casual
02:05:08,1,member
02:05:09,8,casual
02:05:09,1,member
02:05:10,14,casual
02:05:11,7,casual
02:05:11,1,member
02:05:12,7,casual
02:05:12,2,member
02:05:13,6,casual
02:05:13,2,member
02:05:14,12,casual
02:05:14,2,member
02:05:15,11,casual
02:05:15,1,member
02:05:16,11,casual
02:05:17,11,casual
02:05:17,1,member
02:05:18,13,casual
02:05:19,15,casual
02:05:20,16,casual
02:05:21,11,casual
02:05:21,1,member
02:05:22,13,casual
02:05:22,1,member
02:05:23,11,casual
02:05:24,5,casual
02:05:24,3,member
02:05:25,11,casual
02:05:25,1,member
02:05:26,15,casual
02:05:27,8,casual
02:05:28,14,casual
02:05:28,3,member
02:05:29,19,casual
02:05:29,1,member
02:05:30,10,casual
02:05:31,11,casual
02:05:31,2,member
02:05:32,6,casual
02:05:33,11,casual
02:05:33,2,member
02:05:34,16,casual
02:05:34,1,member
02:05:35,11,casual
02:05:35,1,member
02:05:36,6,casual
02:05:36,1,member
02:05:37,11,casual
02:05:37,1,member
02:05:38,12,casual
02:05:39,7,casual
02:05:39,1,member
02:05:40,13,casual
02:05:40,2,member
02:05:41,5,casual
02:05:41,2,member
02:05:42,11,casual
02:05:42,1,member
02:05:43,7,casual
02:05:44,7,casual
02:05:44,2,member
